method,attack,seed,round,client,is_attacker,norm
trimmed,none,0,1,kerm_03,False,22.675161361694336
trimmed,none,0,1,kerm_05,False,22.583099365234375
trimmed,none,0,1,rsna_08,False,22.604671478271484
trimmed,none,0,1,rsna_11,False,22.102617263793945
trimmed,none,0,1,kerm_04,False,22.470598220825195
trimmed,none,0,1,rsna_07,False,23.21347427368164
trimmed,none,0,1,kerm_06,False,22.593978881835938
trimmed,none,0,1,kerm_01,False,23.626388549804688
trimmed,none,0,1,rsna_02,False,22.82894515991211
trimmed,none,0,1,kerm_08,False,22.98975372314453
trimmed,none,0,1,rsna_12,False,22.65334701538086
trimmed,none,0,1,rsna_04,False,22.91468620300293
trimmed,none,0,1,rsna_05,False,22.801244735717773
trimmed,none,0,1,rsna_06,False,23.003250122070312
trimmed,none,0,1,rsna_03,False,23.26236343383789
trimmed,none,0,2,kerm_03,False,16.7607364654541
trimmed,none,0,2,rsna_08,False,18.317626953125
trimmed,none,0,2,kerm_06,False,16.714927673339844
trimmed,none,0,2,rsna_06,False,18.194427490234375
trimmed,none,0,2,rsna_01,False,20.25998306274414
trimmed,none,0,2,rsna_03,False,18.956829071044922
trimmed,none,0,2,rsna_09,False,18.662147521972656
trimmed,none,0,2,kerm_01,False,18.062490463256836
trimmed,none,0,2,rsna_11,False,18.384374618530273
trimmed,none,0,2,rsna_10,False,17.95355796813965
trimmed,none,0,2,kerm_02,False,17.09064292907715
trimmed,none,0,2,rsna_05,False,18.516422271728516
trimmed,none,0,2,kerm_07,False,17.91264533996582
trimmed,none,0,2,kerm_08,False,17.432186126708984
trimmed,none,0,2,kerm_05,False,17.53310203552246
trimmed,none,0,3,rsna_10,False,18.43071746826172
trimmed,none,0,3,rsna_06,False,18.818899154663086
trimmed,none,0,3,rsna_04,False,19.616714477539062
trimmed,none,0,3,kerm_07,False,18.573665618896484
trimmed,none,0,3,rsna_12,False,19.08407211303711
trimmed,none,0,3,kerm_05,False,17.92771339416504
trimmed,none,0,3,kerm_08,False,18.60671615600586
trimmed,none,0,3,rsna_07,False,17.835861206054688
trimmed,none,0,3,rsna_01,False,25.165260314941406
trimmed,none,0,3,rsna_03,False,19.6283016204834
trimmed,none,0,3,rsna_11,False,18.927780151367188
trimmed,none,0,3,kerm_06,False,18.397600173950195
trimmed,none,0,3,rsna_09,False,17.593433380126953
trimmed,none,0,3,rsna_08,False,17.701000213623047
trimmed,none,0,3,kerm_02,False,16.710283279418945
trimmed,none,0,4,rsna_03,False,20.699081420898438
trimmed,none,0,4,kerm_08,False,19.487333297729492
trimmed,none,0,4,rsna_05,False,20.505022048950195
trimmed,none,0,4,kerm_06,False,18.29313087463379
trimmed,none,0,4,rsna_06,False,19.394485473632812
trimmed,none,0,4,kerm_01,False,18.94670867919922
trimmed,none,0,4,rsna_08,False,19.07185935974121
trimmed,none,0,4,kerm_04,False,18.900169372558594
trimmed,none,0,4,rsna_04,False,20.154399871826172
trimmed,none,0,4,kerm_07,False,20.127662658691406
trimmed,none,0,4,kerm_03,False,17.24802017211914
trimmed,none,0,4,rsna_07,False,18.74006462097168
trimmed,none,0,4,kerm_02,False,17.67841339111328
trimmed,none,0,4,rsna_01,False,22.755321502685547
trimmed,none,0,4,rsna_02,False,24.133163452148438
trimmed,none,0,5,kerm_02,False,16.6771183013916
trimmed,none,0,5,rsna_04,False,20.341949462890625
trimmed,none,0,5,rsna_11,False,20.200416564941406
trimmed,none,0,5,kerm_06,False,23.008346557617188
trimmed,none,0,5,kerm_03,False,18.489816665649414
trimmed,none,0,5,rsna_06,False,19.55390167236328
trimmed,none,0,5,rsna_09,False,18.564626693725586
trimmed,none,0,5,rsna_03,False,20.761302947998047
trimmed,none,0,5,kerm_01,False,17.160465240478516
trimmed,none,0,5,kerm_05,False,18.700048446655273
trimmed,none,0,5,rsna_12,False,19.836278915405273
trimmed,none,0,5,rsna_07,False,19.35604476928711
trimmed,none,0,5,kerm_07,False,21.249792098999023
trimmed,none,0,5,rsna_10,False,18.602750778198242
trimmed,none,0,5,rsna_02,False,19.56915855407715
trimmed,none,0,6,rsna_05,False,20.700420379638672
trimmed,none,0,6,rsna_11,False,19.260961532592773
trimmed,none,0,6,kerm_02,False,16.876901626586914
trimmed,none,0,6,rsna_07,False,19.04915428161621
trimmed,none,0,6,kerm_04,False,18.9295711517334
trimmed,none,0,6,rsna_01,False,22.814006805419922
trimmed,none,0,6,kerm_03,False,18.779430389404297
trimmed,none,0,6,kerm_06,False,21.32965087890625
trimmed,none,0,6,kerm_08,False,20.87710189819336
trimmed,none,0,6,rsna_03,False,21.509090423583984
trimmed,none,0,6,kerm_05,False,22.22380256652832
trimmed,none,0,6,rsna_02,False,24.249940872192383
trimmed,none,0,6,kerm_01,False,18.331331253051758
trimmed,none,0,6,rsna_08,False,19.32122802734375
trimmed,none,0,6,rsna_10,False,19.199073791503906
trimmed,none,0,7,rsna_07,False,18.739288330078125
trimmed,none,0,7,rsna_01,False,27.12349510192871
trimmed,none,0,7,rsna_08,False,18.23813819885254
trimmed,none,0,7,kerm_06,False,19.617033004760742
trimmed,none,0,7,rsna_09,False,18.34115982055664
trimmed,none,0,7,rsna_05,False,20.326854705810547
trimmed,none,0,7,rsna_04,False,19.56317901611328
trimmed,none,0,7,kerm_02,False,16.89691925048828
trimmed,none,0,7,rsna_06,False,19.580690383911133
trimmed,none,0,7,rsna_03,False,20.1394100189209
trimmed,none,0,7,kerm_07,False,20.682369232177734
trimmed,none,0,7,rsna_02,False,22.66799545288086
trimmed,none,0,7,kerm_03,False,18.421947479248047
trimmed,none,0,7,kerm_01,False,17.572702407836914
trimmed,none,0,7,rsna_12,False,19.792396545410156
trimmed,none,0,8,kerm_04,False,22.63543701171875
trimmed,none,0,8,kerm_07,False,25.023218154907227
trimmed,none,0,8,rsna_02,False,20.35765266418457
trimmed,none,0,8,rsna_01,False,24.4718074798584
trimmed,none,0,8,kerm_03,False,19.25861930847168
trimmed,none,0,8,rsna_07,False,18.496973037719727
trimmed,none,0,8,kerm_01,False,17.46943473815918
trimmed,none,0,8,rsna_11,False,19.58452033996582
trimmed,none,0,8,rsna_06,False,20.79430389404297
trimmed,none,0,8,kerm_02,False,18.722457885742188
trimmed,none,0,8,rsna_03,False,19.585311889648438
trimmed,none,0,8,kerm_06,False,21.791940689086914
trimmed,none,0,8,kerm_08,False,26.699081420898438
trimmed,none,0,8,rsna_08,False,19.270530700683594
trimmed,none,0,8,rsna_09,False,18.921329498291016
trimmed,none,0,9,rsna_07,False,19.66081428527832
trimmed,none,0,9,kerm_08,False,21.1744441986084
trimmed,none,0,9,kerm_05,False,17.943002700805664
trimmed,none,0,9,rsna_09,False,18.258678436279297
trimmed,none,0,9,rsna_02,False,24.28038215637207
trimmed,none,0,9,kerm_06,False,23.990156173706055
trimmed,none,0,9,rsna_12,False,20.11029052734375
trimmed,none,0,9,kerm_07,False,23.618799209594727
trimmed,none,0,9,rsna_05,False,23.154346466064453
trimmed,none,0,9,rsna_11,False,20.088790893554688
trimmed,none,0,9,kerm_03,False,18.555418014526367
trimmed,none,0,9,rsna_08,False,18.744123458862305
trimmed,none,0,9,kerm_01,False,18.782167434692383
trimmed,none,0,9,kerm_04,False,18.33768081665039
trimmed,none,0,9,rsna_06,False,22.222972869873047
trimmed,none,0,10,kerm_07,False,20.472585678100586
trimmed,none,0,10,rsna_01,False,26.61896514892578
trimmed,none,0,10,rsna_10,False,18.318355560302734
trimmed,none,0,10,rsna_04,False,20.985597610473633
trimmed,none,0,10,kerm_06,False,18.88651466369629
trimmed,none,0,10,rsna_07,False,19.66019630432129
trimmed,none,0,10,rsna_05,False,24.66207504272461
trimmed,none,0,10,rsna_09,False,18.982139587402344
trimmed,none,0,10,kerm_05,False,18.593368530273438
trimmed,none,0,10,kerm_01,False,19.755802154541016
trimmed,none,0,10,kerm_04,False,19.07210922241211
trimmed,none,0,10,rsna_02,False,27.5079402923584
trimmed,none,0,10,rsna_06,False,21.018749237060547
trimmed,none,0,10,rsna_11,False,18.686176300048828
trimmed,none,0,10,rsna_08,False,18.847070693969727
trimmed,none,0,11,kerm_03,False,17.981273651123047
trimmed,none,0,11,kerm_02,False,18.826074600219727
trimmed,none,0,11,kerm_08,False,22.09421730041504
trimmed,none,0,11,rsna_05,False,18.563072204589844
trimmed,none,0,11,kerm_01,False,19.343780517578125
trimmed,none,0,11,kerm_06,False,19.764833450317383
trimmed,none,0,11,rsna_10,False,20.094894409179688
trimmed,none,0,11,rsna_02,False,24.78317642211914
trimmed,none,0,11,rsna_09,False,18.515756607055664
trimmed,none,0,11,rsna_07,False,18.171567916870117
trimmed,none,0,11,rsna_11,False,18.805137634277344
trimmed,none,0,11,rsna_04,False,19.448017120361328
trimmed,none,0,11,rsna_06,False,17.845176696777344
trimmed,none,0,11,rsna_01,False,24.631797790527344
trimmed,none,0,11,kerm_07,False,21.668285369873047
trimmed,none,0,12,kerm_06,False,19.86492919921875
trimmed,none,0,12,rsna_12,False,18.21782684326172
trimmed,none,0,12,kerm_01,False,22.57902717590332
trimmed,none,0,12,rsna_09,False,18.257442474365234
trimmed,none,0,12,rsna_01,False,30.248180389404297
trimmed,none,0,12,rsna_11,False,19.566246032714844
trimmed,none,0,12,kerm_05,False,21.974546432495117
trimmed,none,0,12,kerm_08,False,21.284381866455078
trimmed,none,0,12,rsna_07,False,17.8166446685791
trimmed,none,0,12,rsna_03,False,19.8101749420166
trimmed,none,0,12,kerm_04,False,20.586118698120117
trimmed,none,0,12,rsna_05,False,19.189441680908203
trimmed,none,0,12,rsna_06,False,18.48157501220703
trimmed,none,0,12,rsna_10,False,18.65459632873535
trimmed,none,0,12,kerm_07,False,20.863994598388672
trimmed,none,0,13,rsna_07,False,21.0568904876709
trimmed,none,0,13,rsna_03,False,23.239585876464844
trimmed,none,0,13,kerm_03,False,19.24717140197754
trimmed,none,0,13,rsna_12,False,22.355239868164062
trimmed,none,0,13,rsna_08,False,20.594528198242188
trimmed,none,0,13,rsna_02,False,22.58778190612793
trimmed,none,0,13,rsna_09,False,17.726341247558594
trimmed,none,0,13,rsna_06,False,18.18474578857422
trimmed,none,0,13,rsna_04,False,20.220365524291992
trimmed,none,0,13,kerm_02,False,20.89168930053711
trimmed,none,0,13,rsna_11,False,19.784090042114258
trimmed,none,0,13,rsna_10,False,19.35098648071289
trimmed,none,0,13,kerm_07,False,21.128908157348633
trimmed,none,0,13,rsna_05,False,19.66712760925293
trimmed,none,0,13,kerm_08,False,21.40528678894043
trimmed,none,0,14,rsna_10,False,18.916610717773438
trimmed,none,0,14,kerm_08,False,27.270503997802734
trimmed,none,0,14,rsna_01,False,23.30039405822754
trimmed,none,0,14,kerm_01,False,18.96875
trimmed,none,0,14,kerm_07,False,28.37027359008789
trimmed,none,0,14,kerm_05,False,20.82671546936035
